Campaign;Campaign ID;Campaign type;Currency code;Age;Gender;Clicks;Impr.;Cost
McDonald's McDelivery AO Nov 2025 (YT) - Bumper;23199593493;In-stream video;EUR;25 - 34;Female;52;75,992;98.03
McDonald's Farmburger Oct - Nov 2025 (YT) - CPV;23201466461;In-stream video;EUR;25 - 34;Male;52;51,266;170.66
McDonald's HM TMNT x Sanrio August 2025 (YT) - CPV;22872439121;In-stream video;EUR;35 - 44;Male;52;26,728;59.51
McDonald's McDelivery AO Sep - Oct 2025 (YT) - Bumper;23061820288;In-stream video;EUR;45 - 54;Female;52;105,883;117.48
McDonald's Dessert III Lotus Biscoff Oct - Nove 2025 (YT) - Bumper;23084523094;In-stream video;EUR;45 - 54;Male;52;138,351;106.89
McDonald's Happy Meal May-Jun 2025 (YT) -CPV;22578284536;In-stream video;EUR;Unknown;Unknown;52;24,815;59.15
McDonald's McDelivery Wolt Apr - May 2025 (YT) - Bumper;22452503269;In-stream video;EUR;18 - 24;Male;51;66,883;68.4
McDonald's Employer Image III Aug - Sep 2025 (YT) - CPV;22921320684;In-stream video;EUR;18 - 24;Female;51;62,454;154.33
McDonald's MOP Aug - Sep 2025 (YT) - CPV;22969983779;In-stream video;EUR;18 - 24;Female;51;55,990;169.11
McDonald's McDelivery Wolt Apr - May 2025 (YT) - Bumper;22452503269;In-stream video;EUR;25 - 34;Female;51;88,835;101.2
McDonald's Grimace Exclusive June 2025 (YT) - Bumper;22632976000;In-stream video;EUR;25 - 34;Female;51;80,534;67.05
McDonald's McDelivery x Glovo III Dec 2025 (YT) - Bumper;23359818609;In-stream video;EUR;45 - 54;Female;51;62,753;109.44
McDonald's Maestro IV Sep - Oct 2025 (YT) - CPV;22982571265;In-stream video;EUR;18 - 24;Female;50;67,919;219.7
McDonald's McDelivery x Glovo III Dec 2025 (YT) - CPV;23368942255;In-stream video;EUR;25 - 34;Female;50;53,343;204.29
McDonald's McDelivery Jan - Apr 2025 (YT) - Bumper;22129838083;In-stream video;EUR;45 - 54;Male;50;107,224;64.96
McDonald's HM Lil McD's July 2025 (YT) - Bumper;22775346894;In-stream video;EUR;45 - 54;Female;50;60,586;94.64
McDonald's McDelivery Wolt Apr - May 2025 (YT) - Bumper;22452503269;In-stream video;EUR;18 - 24;Female;49;50,365;56.5
McDonald's Snack Menu App Exclusive Oct - Dec 2025 (YT) - CPV;23084947105;In-stream video;EUR;18 - 24;Female;49;63,692;162.36
McDonald's MOP Sep - Nov OSIJEK 2025 (YT) - CPV;23197204073;In-stream video;EUR;25 - 34;Female;49;27,968;143.57
McDonald's Happy Meal May-Jun 2025 (YT) -CPV;22578284536;In-stream video;EUR;45 - 54;Female;49;47,575;169.88
McDonald's Mixology July 2025 (YT) - Bumper;22765251787;In-stream video;EUR;18 - 24;Male;48;63,704;59
McDonald's McNuggets II July - August 2025 - Bumper;22809289179;In-stream video;EUR;18 - 24;Female;48;82,844;56.41
McDonald's MOP Aug - Sep 2025 (YT) - CPV;22969983779;In-stream video;EUR;18 - 24;Male;48;51,201;145.78
McDonald's Breakfast Mushrooms May 2025 - CPV;22515688781;In-stream video;EUR;35 - 44;Female;48;59,654;232.44
McDonald's Snack Menu App Exclusive Oct - Dec 2025 (YT) - Bumper;23074917258;In-stream video;EUR;35 - 44;Female;48;175,538;187.91
McDonald's MOP Sep - Nov OSIJEK 2025 (YT) - CPV;23197204073;In-stream video;EUR;35 - 44;Female;48;24,273;119.74
McDonald's McDelivery x Glovo III Dec 2025 (YT) - CPV;23368942255;In-stream video;EUR;35 - 44;Female;48;47,397;169.31
McDonald's McDelivery May - June AO 2025 (YT) - Bumper;22503142066;In-stream video;EUR;45 - 54;Female;48;91,342;102.48
McDonald's Employer Image II May - June 2025 (YT) - CPV;22633085185;In-stream video;EUR;45 - 54;Female;48;52,205;183.3
McDonald's HM Pokemon Jan Feb 2025 (YT) - Bumper;22165469401;In-stream video;EUR;18 - 24;Female;47;71,591;53.69
McDonald's MOP Sep - Nov 2025 (YT) - Bumper;23038275832;In-stream video;EUR;18 - 24;Female;47;71,078;84.21
McDonald's 1+1 Feb-Mar 2025 (YT) - CPV;22200515907;In-stream video;EUR;25 - 34;Female;47;66,062;202.04
McDonald's Employer Image II May - June 2025 (YT) - CPV;22633085185;In-stream video;EUR;35 - 44;Female;47;58,362;212.22
McDonald's Fries December 2025 (YT) - CPV;23315136637;In-stream video;EUR;35 - 44;Female;47;127,102;401.22
McDonald's Breakfast Mushrooms May 2025 - Bumper;22515626597;In-stream video;EUR;45 - 54;Female;47;84,512;80.79
McDonald's Snack Menu AO Oct - Nov 2025 (YT) - CPV;23117039682;In-stream video;EUR;45 - 54;Female;47;64,122;196.9
McDonald's McNuggets June 2025 - Bumper;22661560940;In-stream video;EUR;18 - 24;Female;46;105,429;66.39
McDonald's Mixology July 2025 (YT) - CPV;22761591506;In-stream video;EUR;18 - 24;Male;46;25,296;67.71
McDonald's Opusteno Dopusteno II August 2025 (YT) - CPV;22895928142;In-stream video;EUR;18 - 24;Male;46;40,014;83.05
McDonald's McDelivery Wolt II November 2025 (YT) - CPV;23246559597;In-stream video;EUR;18 - 24;Male;46;16,985;68.71
McDonald's Happy Meal Playmobil December 2025 (YT) - Bumper;23351985054;In-stream video;EUR;18 - 24;Male;46;29,787;53.45
McDonald's Breakfast Mushrooms May - Sep 2025. - Bumper;22604502871;In-stream video;EUR;25 - 34;Male;46;83,177;59.27
McDonald's Farmburger Oct - Nov 2025 (YT) - CPV;23201466461;In-stream video;EUR;35 - 44;Male;46;45,216;148.39
McDonald's Happy Meal Playmobil December 2025 (YT) - CPV;23357095577;In-stream video;EUR;35 - 44;Male;46;40,774;148.87
McDonald's Coffee Monday II Oct - Dec 2025 (YT) - Bumper;23151276168;In-stream video;EUR;45 - 54;Female;46;154,962;166.78
McDonald's McDelivery Jan - Apr 2025 (YT) - CPV;22129861369;In-stream video;EUR;25 - 34;Female;45;64,405;153.15
McDonald's 1+1 Feb-Mar 2025 (YT) - Bumper;22200493569;In-stream video;EUR;35 - 44;Female;45;194,165;113.74
McDonald's Farmburger Oct - Nov 2025 (YT) - Bumper;23201466458;In-stream video;EUR;35 - 44;Female;45;130,167;113.86
McDonald's Breakfast Mushrooms May - Sep 2025. - Bumper;22604502871;In-stream video;EUR;45 - 54;Male;45;65,957;57.38
McDonald's Happy Meal Squiishmallows June 2025 - Bumper;22632870437;In-stream video;EUR;45 - 54;Female;45;78,986;101.64
McDonald's McDelivery AO Sep - Oct 2025 (YT) - CPV;23051723493;In-stream video;EUR;45 - 54;Female;45;63,109;200.3
McDonald's Fries December 2025 (YT) - CPV;23315136637;In-stream video;EUR;45 - 54;Female;45;112,048;347.23
McDonald's Breakfast Mushrooms May 2025 - CPV;22515688781;In-stream video;EUR;18 - 24;Male;44;23,266;74.9
McDonald's Happy Meal May-Jun 2025 (YT) -CPV;22578284536;In-stream video;EUR;18 - 24;Male;44;28,858;94.67
McDonald's Dessert III Lotus Biscoff Oct - Nove 2025 (YT) - Bumper;23084523094;In-stream video;EUR;18 - 24;Male;44;70,492;49.76
McDonald's McDelivery AO Nov 2025 (YT) - Bumper;23199593493;In-stream video;EUR;18 - 24;Male;44;48,154;58.6
McDonald's Snack Menu AO II Nov - Dec 2025 (YT) - CPV;23240243956;In-stream video;EUR;18 - 24;Male;44;61,104;177.29
McDonald's McDelivery Jan - Apr 2025 (YT) - CPV;22129861369;In-stream video;EUR;18 - 24;Male;43;33,037;65.67
McDonald's 1+1 Feb-Mar 2025 (YT) - CPV;22200515907;In-stream video;EUR;18 - 24;Male;43;40,242;102.73
McDonald's McDelivery May - June AO 2025 (YT) - Bumper;22503142066;In-stream video;EUR;18 - 24;Female;43;59,870;65.98
McDonald's HM Lil McD's July 2025 (YT) - CPV;22784870398;In-stream video;EUR;18 - 24;Male;43;34,659;100.7
McDonald's MOP Sep - Nov 2025 (YT) - CPV;23038260706;In-stream video;EUR;18 - 24;Male;43;45,954;137.04
McDonald's Coffee AO Sep - Dec 2025 (YT) - Bumper;23061447079;In-stream video;EUR;18 - 24;Female;43;139,230;85.47
McDonald's Farmburger Oct - Nov 2025 (YT) - CPV;23201466461;In-stream video;EUR;25 - 34;Female;43;42,093;146.4
McDonald's Employer Image II May - June 2025 (YT) - CPV;22633085185;In-stream video;EUR;45 - 54;Male;43;57,812;186.81
McDonald's McDelivery Jan - Apr 2025 (YT) - Bumper;22129838083;In-stream video;EUR;18 - 24;Male;42;76,022;39.56
McDonald's Happy Meal Squiishmallows June 2025 - Bumper;22632870437;In-stream video;EUR;18 - 24;Female;42;56,350;67.61
McDonald's HM Lil McD's July 2025 (YT) - CPV;22784870398;In-stream video;EUR;18 - 24;Female;42;38,920;126.32
McDonald's Employer Image II May - June 2025 (YT) - CPV;22633085185;In-stream video;EUR;25 - 34;Female;42;60,893;228.62
Nissan QQ June 2025 (DN) - CPM;22641575224;Display;EUR;25 - 34;Female;42;194,905;33.76
McDonald's HM Lil McD's July 2025 (YT) - Bumper;22775346894;In-stream video;EUR;25 - 34;Female;42;46,766;70.59
McDonald's Snack Menu AO III December 2025 (YT) - CPV;23334197017;In-stream video;EUR;25 - 34;Male;42;58,976;167.07
McDonald's Grimace Exclusive June 2025 (YT) - CPV;22623078690;In-stream video;EUR;35 - 44;Male;42;37,420;133.13
McDonald's Breakfast AO Jan - Mar 2025 (YT) - Bumper;22099244537;In-stream video;EUR;45 - 54;Female;42;176,708;120.14
McDonald's HM Pokemon Jan Feb 2025 (YT) - Bumper;22165469401;In-stream video;EUR;45 - 54;Female;42;117,536;91.15
McDonald's McDelivery May - June AO 2025 (YT) - CPV;22503135265;In-stream video;EUR;45 - 54;Female;42;50,459;175.13
McDonald's McNuggets June 2025 - Bumper;22661560940;In-stream video;EUR;45 - 54;Female;42;142,488;102.23
McDonald's Farmburger Oct - Nov 2025 (YT) - Bumper;23201466458;In-stream video;EUR;45 - 54;Female;42;131,416;120.26
McDonald's Breakfast Mushrooms May 2025 - Bumper;22515626597;In-stream video;EUR;18 - 24;Female;41;57,115;49.99
McDonald's Coffee Monday II Oct - Dec 2025 (YT) - CPV;23156569103;In-stream video;EUR;18 - 24;Female;41;35,309;126.34
McDonald's McDelivery AO Nov 2025 (YT) - CPV;23204814416;In-stream video;EUR;25 - 34;Male;41;64,249;205.48
McDonald's McDelivery Jan - Apr 2025 (YT) - Bumper;22129838083;In-stream video;EUR;35 - 44;Male;41;121,834;71.6
McDonald's McDelivery Jan - Apr 2025 (YT) - CPV;22129861369;In-stream video;EUR;35 - 44;Female;41;72,984;161.08
McDonald's McDelivery x Glovo III Dec 2025 (YT) - CPV;23368942255;In-stream video;EUR;35 - 44;Male;41;49,728;176.53
McDonald's Farmburger Oct - Nov 2025 (YT) - CPV;23201466461;In-stream video;EUR;45 - 54;Male;41;45,729;138.06
McDonald's McDelivery x Glovo III Dec 2025 (YT) - CPV;23368942255;In-stream video;EUR;45 - 54;Male;41;45,383;149.34
McDonald's Coffee AO Sep - Dec 2025 (YT) - CPV;23057401193;In-stream video;EUR;18 - 24;Male;40;45,523;134.96
McDonald's Fries December 2025 (YT) - CPV;23315136637;In-stream video;EUR;18 - 24;Male;40;57,886;173.54
McDonald's Snack Menu AO III December 2025 (YT) - Bumper;23330173406;In-stream video;EUR;18 - 24;Male;40;56,047;51.95
McDonald's Coffee AO Jan - Mar 2025 (YT) - Bumper;22089219752;In-stream video;EUR;35 - 44;Male;40;139,955;80.02
McDonald's Coffee AO Jan - Mar 2025 (YT) - Bumper;22089219752;In-stream video;EUR;45 - 54;Male;40;123,145;70.08
McDonald's HM TMNT x Sanrio August 2025 (YT) - CPV;22872439121;In-stream video;EUR;45 - 54;Male;40;26,612;52.12
McDonald's Coffee AO Sep - Dec 2025 (YT) - Bumper;23061447079;In-stream video;EUR;45 - 54;Female;40;270,869;188.6
McDonald's McDelivery AO Nov 2025 (YT) - CPV;23204814416;In-stream video;EUR;45 - 54;Male;40;53,892;158.81
McDonald's Happy Meal Playmobil December 2025 (YT) - Bumper;23351985054;In-stream video;EUR;45 - 54;Female;40;45,885;80.45
McDonald's Sirious Winter December 2025 (YT) - CPV;23339715288;In-stream video;EUR;18 - 24;Male;39;47,622;143.85
McDonald's Grimace Exclusive June 2025 (YT) - Bumper;22632976000;In-stream video;EUR;35 - 44;Female;39;69,396;64.68
McDonald's McDelivery AO Sep - Oct 2025 (YT) - Bumper;23061820288;In-stream video;EUR;35 - 44;Female;39;107,751;118.55
McDonald's Snack Menu AO III December 2025 (YT) - CPV;23334197017;In-stream video;EUR;35 - 44;Male;39;52,182;143.96
McDonald's Happy Meal May-Jun 2025 (YT) -CPV;22578284536;In-stream video;EUR;18 - 24;Female;38;34,966;127.53
McDonald's Mixology July 2025 (YT) - CPV;22761591506;In-stream video;EUR;18 - 24;Female;38;30,722;90.56
McDonald's McCrispy AO Aug - Sep 2025 (YT) - CPV;22886402763;In-stream video;EUR;18 - 24;Female;38;66,914;171
McDonald's Snack Menu AO Oct - Nov 2025 (YT) - Bumper;23117041842;In-stream video;EUR;18 - 24;Female;38;98,281;81.36
McDonald's HM TMNT x Sanrio August 2025 (YT) - CPV;22872439121;In-stream video;EUR;25 - 34;Male;38;30,378;66.16
McDonald's MOP Sep - Nov OSIJEK 2025 (YT) - CPV;23197204073;In-stream video;EUR;35 - 44;Male;38;22,722;104.45
McDonald's Snack Menu AO III December 2025 (YT) - Bumper;23330173406;In-stream video;EUR;35 - 44;Female;38;118,253;110.54
McDonald's 1+1 Feb-Mar 2025 (YT) - Bumper;22200493569;In-stream video;EUR;45 - 54;Female;38;171,375;96.74
McDonald's Breakfast Mushrooms May 2025 - CPV;22515688781;In-stream video;EUR;18 - 24;Female;37;26,956;96.27
McDonald's McNuggets III Oct - Nov 2025 (YT) - CPV;23128434905;In-stream video;EUR;18 - 24;Male;37;35,155;119.63
McDonald's Coffee Monday II Oct - Dec 2025 (YT) - CPV;23156569103;In-stream video;EUR;18 - 24;Male;37;34,297;114.33
McDonald's Snack Menu AO II Nov - Dec 2025 (YT) - CPV;23240243956;In-stream video;EUR;18 - 24;Female;37;64,528;200.3
McDonald's Snack Menu AO III December 2025 (YT) - CPV;23334197017;In-stream video;EUR;35 - 44;Female;37;57,160;150.81
McDonald's Mixology July 2025 (YT) - Bumper;22765251787;In-stream video;EUR;45 - 54;Female;37;98,262;103.4
McDonald's Employer Image II May - June 2025 (YT) - CPV;22633085185;In-stream video;EUR;18 - 24;Female;36;34,010;119.17
McDonald's Breakfast July - September 2025 (YT) - CPV;22743236866;In-stream video;EUR;18 - 24;Female;36;58,308;177.12
McDonald's Breakfast AO Sep - Dec 2025 (YT) - CPV;23051178150;In-stream video;EUR;18 - 24;Female;36;50,888;157.33
McDonald's Srijeda koja vrijedi više Oct - Dec 2025 (YT) - CPV;23159917831;In-stream video;EUR;18 - 24;Male;36;32,087;112.95
McDonald's Srijeda koja vrijedi više Oct - Dec 2025 (YT) - CPV;23159917831;In-stream video;EUR;18 - 24;Female;36;32,493;120.56
McDonald's McDelivery Jan - Apr 2025 (YT) - Bumper;22129838083;In-stream video;EUR;25 - 34;Male;36;130,429;68.27
McDonald's Srijeda koja vrijedi više AO Sep - Oct (YT) - Bumper;23062023277;In-stream video;EUR;35 - 44;Female;36;133,902;82.66
McDonald's Happy Meal May-Jun 2025 (YT) -Bumper;22574478389;In-stream video;EUR;18 - 24;Female;35;47,217;55.82
McDonald's Snack Menu App Exclusive Oct - Dec 2025 (YT) - Bumper;23074917258;In-stream video;EUR;18 - 24;Female;35;80,410;83.56
McDonald's Coffee AO Jan - Mar 2025 (YT) - Bumper;22089219752;In-stream video;EUR;25 - 34;Male;35;139,283;72.03
DG_OMD_HR-HR_GB_OG_Grooming_GroomingUndivided_NA_GOO_BRD_Multigroom_20.09.-10.11.;23156565104;Demand Gen;EUR;25 - 34;Unknown;35;1,482;3.94
McDonald's McDelivery AO Nov 2025 (YT) - CPV;23204814416;In-stream video;EUR;35 - 44;Male;35;57,087;178.37
McDonald's McDelivery Wolt Apr - May 2025 (YT) - Bumper;22452503269;In-stream video;EUR;45 - 54;Female;35;70,492;83
McDonald's MOP Sep - Nov OSIJEK 2025 (YT) - CPV;23197204073;In-stream video;EUR;45 - 54;Female;35;22,565;107.65
McDonald's McDelivery AO Nov 2025 (YT) - Bumper;23199593493;In-stream video;EUR;45 - 54;Female;35;69,294;88.15
McDonald's McDelivery May - June AO 2025 (YT) - CPV;22503135265;In-stream video;EUR;18 - 24;Male;34;29,864;91.26
McDonald's McDelivery May - June AO 2025 (YT) - CPV;22503135265;In-stream video;EUR;18 - 24;Female;34;35,985;124.3
McDonald's Grimace Exclusive June 2025 (YT) - Bumper;22632976000;In-stream video;EUR;18 - 24;Female;34;49,270;41.12
McDonald's Srijeda koja vrijedi više AO Sep - Oct (YT) - Bumper;23062023277;In-stream video;EUR;18 - 24;Male;34;94,436;52.3
McDonald's Snack Menu App Exclusive Oct - Dec 2025 (YT) - CPV;23084947105;In-stream video;EUR;18 - 24;Male;34;62,225;154.26
McDonald's Grimace Exclusive June 2025 (YT) - CPV;22623078690;In-stream video;EUR;25 - 34;Female;34;34,578;133.78
McDonald's Srijeda koja vrijedi više AO Sep - Oct (YT) - Bumper;23062023277;In-stream video;EUR;25 - 34;Female;34;146,161;74.59
McDonald's McDelivery AO Nov 2025 (YT) - CPV;23204814416;In-stream video;EUR;25 - 34;Female;34;55,282;183.76
McDonald's MOP Sep - Nov OSIJEK 2025 (YT) - Bumper;23201479909;In-stream video;EUR;35 - 44;Female;34;38,863;67.09
McDonald's Dessert III Lotus Biscoff Oct - Nove 2025 (YT) - CPV;23080445477;In-stream video;EUR;45 - 54;Female;34;47,403;145.39
McDonald's 1+1 Feb-Mar 2025 (YT) - Bumper;22200493569;In-stream video;EUR;18 - 24;Female;33;105,349;52.16
McDonald's MOP Sep - Nov OSIJEK 2025 (YT) - Bumper;23201479909;In-stream video;EUR;25 - 34;Female;33;41,369;72
McDonald's Dessert III Lotus Biscoff Oct - Nove 2025 (YT) - CPV;23080445477;In-stream video;EUR;45 - 54;Male;33;49,406;149.73
McDonald's McDelivery x Glovo III Dec 2025 (YT) - CPV;23368942255;In-stream video;EUR;45 - 54;Female;33;42,170;148.34
McDonald's Coffee Monday II Oct - Dec 2025 (YT) - Bumper;23151276168;In-stream video;EUR;18 - 24;Female;32;80,988;81.87
McDonald's McDelivery x Glovo II Prime Oct 2025 (YT) - Bumper;23151658453;In-stream video;EUR;18 - 24;Female;32;48,913;65.6
McDonald's Happy Meal Playmobil December 2025 (YT) - CPV;23357095577;In-stream video;EUR;25 - 34;Female;32;43,183;173.75
McDonald's Coffee AO Jan - Mar 2025 (YT) - Bumper;22089219752;In-stream video;EUR;35 - 44;Female;32;140,804;84.25
McDonald's HM Lil McD's July 2025 (YT) - Bumper;22775346894;In-stream video;EUR;18 - 24;Female;31;27,254;41.71
McDonald's Srijeda koja vrijedi više Oct - Dec 2025 (YT) - Bumper;23150230785;In-stream video;EUR;18 - 24;Female;31;101,199;77.76
McDonald's McDelivery x Glovo II Prime Oct 2025 (YT) - CPV;23151653998;In-stream video;EUR;18 - 24;Male;31;28,543;99.7
McDonald's Happy Meal Playmobil December 2025 (YT) - CPV;23357095577;In-stream video;EUR;25 - 34;Male;31;45,194;167.09
McDonald's HM TMNT x Sanrio August 2025 (YT) - Bumper;22866665976;In-stream video;EUR;35 - 44;Male;31;39,400;33.35
McDonald's Dessert III Lotus Biscoff Oct - Nove 2025 (YT) - Bumper;23084523094;In-stream video;EUR;35 - 44;Female;31;98,037;64.27
McDonald's Grimace Exclusive June 2025 (YT) - CPV;22623078690;In-stream video;EUR;45 - 54;Female;31;27,077;102.79
McDonald's MOP Sep - Nov OSIJEK 2025 (YT) - CPV;23197204073;In-stream video;EUR;45 - 54;Male;31;20,716;92.64
McDonald's Srijeda koja vrijedi više AO May-Jun 2025 (YT) - Bumper;22530427806;In-stream video;EUR;18 - 24;Female;30;204,803;100.01
McDonald's Breakfast AO Sep - Dec 2025 (YT) - CPV;23051178150;In-stream video;EUR;18 - 24;Male;30;47,846;140.92
McDonald's McDelivery AO Sep - Oct 2025 (YT) - Bumper;23061820288;In-stream video;EUR;18 - 24;Female;30;47,358;52.96
McDonald's McDelivery Wolt II November 2025 (YT) - Bumper;23246559240;In-stream video;EUR;18 - 24;Female;30;21,672;36.05
McDonald's Sirious Winter December 2025 (YT) - CPV;23339715288;In-stream video;EUR;18 - 24;Female;30;52,864;173.09
McDonald's Snack Menu AO III December 2025 (YT) - CPV;23334197017;In-stream video;EUR;25 - 34;Female;30;57,520;163.4
McDonald's Breakfast Mushrooms May - Sep 2025. - Bumper;22604502871;In-stream video;EUR;35 - 44;Male;30;73,360;59.27
McDonald's McDelivery Jan - Apr 2025 (YT) - CPV;22129861369;In-stream video;EUR;45 - 54;Female;30;58,726;128.88
McDonald's Happy Meal May-Jun 2025 (YT) -Bumper;22574478389;In-stream video;EUR;45 - 54;Female;30;63,154;81.39
McDonald's HM TMNT x Sanrio August 2025 (YT) - Bumper;22866665976;In-stream video;EUR;45 - 54;Male;30;37,498;32.65
McDonald's Coffee AO Sep - Dec 2025 (YT) - CPV;23057401193;In-stream video;EUR;18 - 24;Female;29;51,151;160.57
McDonald's Snack Menu AO Oct - Nov 2025 (YT) - CPV;23117039682;In-stream video;EUR;18 - 24;Male;29;28,050;87.07
McDonald's McNuggets III Oct - Nov 2025 (YT) - Bumper;23128436618;In-stream video;EUR;18 - 24;Female;29;73,118;65.16
McDonald's McDelivery x Glovo II Prime Oct 2025 (YT) - CPV;23151653998;In-stream video;EUR;18 - 24;Female;29;30,578;115.61
McDonald's Dessert III Lotus Biscoff Oct - Nove 2025 (YT) - Bumper;23084523094;In-stream video;EUR;25 - 34;Female;29;78,262;51.13
McDonald's MOP Sep - Nov OSIJEK 2025 (YT) - Bumper;23201479909;In-stream video;EUR;25 - 34;Male;29;55,167;94.85
McDonald's MOP Sep - Nov OSIJEK 2025 (YT) - Bumper;23201479909;In-stream video;EUR;35 - 44;Male;29;43,207;76.22
McDonald's Srijeda koja vrijedi više AO May-Jun 2025 (YT) - Bumper;22530427806;In-stream video;EUR;45 - 54;Female;29;255,072;143.03
McDonald's Grimace Exclusive June 2025 (YT) - CPV;22623078690;In-stream video;EUR;45 - 54;Male;29;29,900;103
McDonald's Snack Menu AO III December 2025 (YT) - CPV;23334197017;In-stream video;EUR;45 - 54;Male;29;50,706;131.15
McDonald's Happy Meal Playmobil December 2025 (YT) - CPV;23357095577;In-stream video;EUR;45 - 54;Male;29;36,084;125.66
McDonald's 1+1 Feb-Mar 2025 (YT) - CPV;22200515907;In-stream video;EUR;18 - 24;Female;28;42,314;121.97
McDonald's Employer Image II May - June 2025 (YT) - CPV;22633085185;In-stream video;EUR;18 - 24;Male;28;32,028;100.21
