Ad format;Campaign;Campaign ID;Clicks;Impr.;Cost;Conversions
In-feed;McDonald's Kava na dostavi October 2024 (YT) - Reach Mix 2.0 - CPM;21786674138;0;0;0;0
Bumper;McDonald's Kava na dostavi October 2024 (YT) - Reach Mix 2.0 - CPM;21786674138;0;0;0;0
Shorts;McDonald's Kava na dostavi October 2024 (YT) - Reach Mix 2.0 - CPM;21786674138;0;0;0;0
Skippable in-stream;T03_001594_HR_NFC_Q10DualActionSerum_CO_Oct24_Dec24_fullf_OMD_TrueView;21786510128;0;0;0;0
Bumper;T03_000454_HR_NCR_BlueTin_AW_Sep24_Nov24_fullf_OMD_Bumper;21767145085;0;0;0;0
Skippable in-stream;T03_000454_HR_NCR_BlueTin_CO_Sep24_Nov24_fullf_OMD_TrueView;21763375634;0;0;0;0
Skippable in-stream;T03_000454_HR_NCR_BlueTin_AW_Sep24_Nov24_fullf_OMD_TrueView;21763196561;0;0;0;0
Skippable in-stream;McDonald's McCrispy AO Sep - Oct 2024 (YT) - Reach Mix 2.0 - CPM;21762764387;0;0;0;0
In-feed;McDonald's McCrispy AO Sep - Oct 2024 (YT) - Reach Mix 2.0 - CPM;21762764387;0;0;0;0
Bumper;McDonald's McCrispy AO Sep - Oct 2024 (YT) - Reach Mix 2.0 - CPM;21762764387;0;0;0;0
Shorts;McDonald's McCrispy AO Sep - Oct 2024 (YT) - Reach Mix 2.0 - CPM;21762764387;0;0;0;0
Skippable in-stream;McDonald's Loyalty Awareness I Sep - Oct 2024 (YT) - Reach Mix 2.0 - CPM;21757735332;0;0;0;0
In-feed;McDonald's Loyalty Awareness I Sep - Oct 2024 (YT) - Reach Mix 2.0 - CPM;21757735332;0;0;0;0
Bumper;McDonald's Loyalty Awareness I Sep - Oct 2024 (YT) - Reach Mix 2.0 - CPM;21757735332;0;0;0;0
Shorts;McDonald's Loyalty Awareness I Sep - Oct 2024 (YT) - Reach Mix 2.0 - CPM;21757735332;0;0;0;0
Skippable in-stream;McDonald's Happy Meal Cros Sep - Oct 2024 (YT) - Reach Mix 2.0 - CPM;21748168053;0;0;0;0
In-feed;McDonald's Happy Meal Cros Sep - Oct 2024 (YT) - Reach Mix 2.0 - CPM;21748168053;0;0;0;0
Bumper;McDonald's Happy Meal Cros Sep - Oct 2024 (YT) - Reach Mix 2.0 - CPM;21748168053;0;0;0;0
Shorts;McDonald's Happy Meal Cros Sep - Oct 2024 (YT) - Reach Mix 2.0 - CPM;21748168053;0;0;0;0
Skippable in-stream;T03_000286_HR_NFL_MicellairExtra_AW_Sep24_Nov24_fullf_OMD_Influencers;21732759520;0;0;0;0
In-feed;T03_000286_HR_NFL_MicellairExtra_AW_Sep24_Nov24_fullf_OMD_Influencers;21732759520;0;0;0;0
Shorts;T03_000286_HR_NFL_MicellairExtra_AW_Sep24_Nov24_fullf_OMD_Influencers;21732759520;0;0;0;0
Bumper;T03_000286_HR_NFL_MicellairExtra_AW_Sep24_Nov24_fullf_OMD_Bumper;21728823095;0;0;0;0
Skippable in-stream;T03_000286_HR_NFL_MicellairExtra_AW_Sep24_Nov24_fullf_OMD_Trueview;21722473611;0;0;0;0
Skippable in-stream;T03_000286_HR_NFL_MicellairExtra_CO_Sep24_Nov24_fullf_OMD_Trueview;21722472609;0;0;0;0
Skippable in-stream;Nissan QQ Sep - Oct 2024 (YT) - CPM;21711352932;0;0;0;0
In-feed;Nissan QQ Sep - Oct 2024 (YT) - CPM;21711352932;0;0;0;0
Bumper;Nissan QQ Sep - Oct 2024 (YT) - CPM;21711352932;0;0;0;0
Shorts;Nissan QQ Sep - Oct 2024 (YT) - CPM;21711352932;0;0;0;0
Skippable in-stream;Nissan QQ Sep - Oct 2024 (DG) - CPC;21711128139;0;0;0;0
In-feed;Nissan QQ Sep - Oct 2024 (DG) - CPC;21711128139;0;0;0;0
Shorts;Nissan QQ Sep - Oct 2024 (DG) - CPC;21711128139;0;0;0;0
Skippable in-stream;McDonald's McDelivery x Bolt II Sep - Oct 2024 (YT) - Reach Mix 2.0 - CPM;21687432703;0;0;0;0
In-feed;McDonald's McDelivery x Bolt II Sep - Oct 2024 (YT) - Reach Mix 2.0 - CPM;21687432703;0;0;0;0
Bumper;McDonald's McDelivery x Bolt II Sep - Oct 2024 (YT) - Reach Mix 2.0 - CPM;21687432703;0;0;0;0
Shorts;McDonald's McDelivery x Bolt II Sep - Oct 2024 (YT) - Reach Mix 2.0 - CPM;21687432703;0;0;0;0
Skippable in-stream;McDonald's Srijeda II Sep - Oct 2024 (YT) - Reach Mix 2.0 - CPM;21684729566;0;0;0;0
In-feed;McDonald's Srijeda II Sep - Oct 2024 (YT) - Reach Mix 2.0 - CPM;21684729566;0;0;0;0
Bumper;McDonald's Srijeda II Sep - Oct 2024 (YT) - Reach Mix 2.0 - CPM;21684729566;0;0;0;0
Shorts;McDonald's Srijeda II Sep - Oct 2024 (YT) - Reach Mix 2.0 - CPM;21684729566;0;0;0;0
Bumper;T03_001593_HR_NFC_L630ColorCare_CO_Sep24_Nov24_fullf_OMD_Bumper;21673800715;0;0;0;0
Skippable in-stream;T03_001593_HR_NFC_L630ColorCare_CO_Sep24_Nov24_fullf_OMD_TrueView;21673800208;0;0;0;0
Skippable in-stream;Zott Jogobella Sep - Oct 2024 (YT) - TrueView - CPV;21670403707;0;0;0;0
In-feed;Zott Jogobella Sep - Oct 2024 (YT) - TrueView - CPV;21670403707;0;0;0;0
Shorts;Zott Jogobella Sep - Oct 2024 (YT) - TrueView - CPV;21670403707;0;0;0;0
Skippable in-stream;Zott Jogobella Sep - Oct 2024 (YT) - Bumper - CPM;21670403701;0;0;0;0
In-feed;Zott Jogobella Sep - Oct 2024 (YT) - Bumper - CPM;21670403701;0;0;0;0
Bumper;Zott Jogobella Sep - Oct 2024 (YT) - Bumper - CPM;21670403701;0;0;0;0
Shorts;Zott Jogobella Sep - Oct 2024 (YT) - Bumper - CPM;21670403701;0;0;0;0
Bumper;T03_001593_HR_NFC_L630ColorCare_AW_Sep24_Nov24_fullf_OMD_Bumper;21670073915;0;0;0;0
Skippable in-stream;T03_001593_HR_NFC_L630ColorCare_AW_Sep24_Nov24_fullf_OMD_Influencers;21670073477;0;0;0;0
In-feed;T03_001593_HR_NFC_L630ColorCare_AW_Sep24_Nov24_fullf_OMD_Influencers;21670073477;0;0;0;0
Shorts;T03_001593_HR_NFC_L630ColorCare_AW_Sep24_Nov24_fullf_OMD_Influencers;21670073477;0;0;0;0
Skippable in-stream;T03_001593_HR_NFC_L630ColorCare_AW_Sep24_Nov24_fullf_OMD_TrueView;21670073204;0;0;0;0
Skippable in-stream;McDonald's MCCrispy III Sep 2024 (YT) - Reach Mix 2.0 - CPM;21662113351;0;0;0;0
In-feed;McDonald's MCCrispy III Sep 2024 (YT) - Reach Mix 2.0 - CPM;21662113351;0;0;0;0
Bumper;McDonald's MCCrispy III Sep 2024 (YT) - Reach Mix 2.0 - CPM;21662113351;0;0;0;0
Shorts;McDonald's MCCrispy III Sep 2024 (YT) - Reach Mix 2.0 - CPM;21662113351;0;0;0;0
Skippable in-stream;Zott Protein Sep - Oct 2024 (YT) - Bumper - CPM;21653758771;0;0;0;0
In-feed;Zott Protein Sep - Oct 2024 (YT) - Bumper - CPM;21653758771;0;0;0;0
Bumper;Zott Protein Sep - Oct 2024 (YT) - Bumper - CPM;21653758771;0;0;0;0
Shorts;Zott Protein Sep - Oct 2024 (YT) - Bumper - CPM;21653758771;0;0;0;0
Skippable in-stream;Zott Protein Sep - Oct 2024 (YT) - TrueView - CPV;21649971536;0;0;0;0
In-feed;Zott Protein Sep - Oct 2024 (YT) - TrueView - CPV;21649971536;0;0;0;0
Shorts;Zott Protein Sep - Oct 2024 (YT) - TrueView - CPV;21649971536;0;0;0;0
Skippable in-stream;T03_000161_HR_NFC_CellularExpertLift_CO_Aug24_Oct24_fullf_OMD_TrueView Influencers;21626127964;0;0;0;0
In-feed;T03_000161_HR_NFC_CellularExpertLift_CO_Aug24_Oct24_fullf_OMD_TrueView Influencers;21626127964;0;0;0;0
Shorts;T03_000161_HR_NFC_CellularExpertLift_CO_Aug24_Oct24_fullf_OMD_TrueView Influencers;21626127964;0;0;0;0
Bumper;T03_000161_HR_NFC_CellularExpertLift_AW_Aug24_Oct24_fullf_OMD_Bumper;21619427654;0;0;0;0
Skippable in-stream;T03_000161_HR_NFC_CellularExpertLift_AW_Aug24_Oct24_fullf_OMD_TrueView;21619335509;0;0;0;0
Skippable in-stream;McDonald's Maestro IV HRBurger Aug-Sep 2024 (YT) - Reach Mix 2.0 - CPM;21595743585;0;0;0;0
In-feed;McDonald's Maestro IV HRBurger Aug-Sep 2024 (YT) - Reach Mix 2.0 - CPM;21595743585;0;0;0;0
Bumper;McDonald's Maestro IV HRBurger Aug-Sep 2024 (YT) - Reach Mix 2.0 - CPM;21595743585;0;0;0;0
Shorts;McDonald's Maestro IV HRBurger Aug-Sep 2024 (YT) - Reach Mix 2.0 - CPM;21595743585;0;0;0;0
Skippable in-stream;T03_000033_HR_NCR_Soft_AW_Aug24_Aug24_fullf_OMD_Influenceri Vanillaz;21574159829;0;0;0;0
In-feed;T03_000033_HR_NCR_Soft_AW_Aug24_Aug24_fullf_OMD_Influenceri Vanillaz;21574159829;0;0;0;0
Shorts;T03_000033_HR_NCR_Soft_AW_Aug24_Aug24_fullf_OMD_Influenceri Vanillaz;21574159829;0;0;0;0
Skippable in-stream;McDonald's HM Jurassic World August 2024 (YT) - Reach Mix 2.0 - CPM;21564968599;0;0;0;0
In-feed;McDonald's HM Jurassic World August 2024 (YT) - Reach Mix 2.0 - CPM;21564968599;0;0;0;0
Bumper;McDonald's HM Jurassic World August 2024 (YT) - Reach Mix 2.0 - CPM;21564968599;0;0;0;0
Shorts;McDonald's HM Jurassic World August 2024 (YT) - Reach Mix 2.0 - CPM;21564968599;0;0;0;0
Skippable in-stream;T03_001506_HR_NBD_Luminous630Body_CO_Aug24_Oct24_fullf_OMD_Trueview Fashion;21559714027;0;0;0;0
In-feed;T03_001506_HR_NBD_Luminous630Body_CO_Aug24_Oct24_fullf_OMD_Trueview Fashion;21559714027;0;0;0;0
Shorts;T03_001506_HR_NBD_Luminous630Body_CO_Aug24_Oct24_fullf_OMD_Trueview Fashion;21559714027;0;0;0;0
Skippable in-stream;T03_001506_HR_NBD_Luminous630Body_AW_Aug24_Oct24_fullf_OMD_Influencers Travel;21559713592;0;0;0;0
In-feed;T03_001506_HR_NBD_Luminous630Body_AW_Aug24_Oct24_fullf_OMD_Influencers Travel;21559713592;0;0;0;0
Shorts;T03_001506_HR_NBD_Luminous630Body_AW_Aug24_Oct24_fullf_OMD_Influencers Travel;21559713592;0;0;0;0
Bumper;T03_001506_HR_NBD_Luminous630Body_AW_Aug24_Oct24_fullf_OMD_Bumper Travel;21559713343;0;0;0;0
Skippable in-stream;T03_001506_HR_NBD_Luminous630Body_CO_Aug24_Oct24_fullf_OMD_Trueview Travel;21555984131;0;0;0;0
In-feed;T03_001506_HR_NBD_Luminous630Body_CO_Aug24_Oct24_fullf_OMD_Trueview Travel;21555984131;0;0;0;0
Shorts;T03_001506_HR_NBD_Luminous630Body_CO_Aug24_Oct24_fullf_OMD_Trueview Travel;21555984131;0;0;0;0
Bumper;T03_001506_HR_NBD_Luminous630Body_AW_Aug24_Oct24_fullf_OMD_Bumper Fashion;21555983903;0;0;0;0
Skippable in-stream;T03_001506_HR_NBD_Luminous630Body_AW_Aug24_Oct24_fullf_OMD_Influencers Fashion;21555983237;0;0;0;0
In-feed;T03_001506_HR_NBD_Luminous630Body_AW_Aug24_Oct24_fullf_OMD_Influencers Fashion;21555983237;0;0;0;0
Shorts;T03_001506_HR_NBD_Luminous630Body_AW_Aug24_Oct24_fullf_OMD_Influencers Fashion;21555983237;0;0;0;0
Skippable in-stream;T03_001506_HR_NBD_Luminous630Body_AW_Aug24_Oct24_fullf_OMD_Trueview Travel;21555982766;0;0;0;0
In-feed;T03_001506_HR_NBD_Luminous630Body_AW_Aug24_Oct24_fullf_OMD_Trueview Travel;21555982766;0;0;0;0
Shorts;T03_001506_HR_NBD_Luminous630Body_AW_Aug24_Oct24_fullf_OMD_Trueview Travel;21555982766;0;0;0;0
Skippable in-stream;T03_001506_HR_NBD_Luminous630Body_AW_Aug24_Oct24_fullf_OMD_Trueview Fashion;21555982763;0;0;0;0
In-feed;T03_001506_HR_NBD_Luminous630Body_AW_Aug24_Oct24_fullf_OMD_Trueview Fashion;21555982763;0;0;0;0
Shorts;T03_001506_HR_NBD_Luminous630Body_AW_Aug24_Oct24_fullf_OMD_Trueview Fashion;21555982763;0;0;0;0
Skippable in-stream;McDonald's Trust II Aug - Sep 2024 (YT) - Reach Mix 2.0 - CPM;21554872545;0;0;0;0
In-feed;McDonald's Trust II Aug - Sep 2024 (YT) - Reach Mix 2.0 - CPM;21554872545;0;0;0;0
Bumper;McDonald's Trust II Aug - Sep 2024 (YT) - Reach Mix 2.0 - CPM;21554872545;0;0;0;0
Shorts;McDonald's Trust II Aug - Sep 2024 (YT) - Reach Mix 2.0 - CPM;21554872545;0;0;0;0
Skippable in-stream;Zott Monte Aug - Sep 2024 (YT) - CPV;21549334776;0;0;0;0
Skippable in-stream;McDonald's McDelivery Wolt III July - August 2024 (YT) - Reach Mix 2.0 - CPM;21512967548;0;0;0;0
In-feed;McDonald's McDelivery Wolt III July - August 2024 (YT) - Reach Mix 2.0 - CPM;21512967548;0;0;0;0
Bumper;McDonald's McDelivery Wolt III July - August 2024 (YT) - Reach Mix 2.0 - CPM;21512967548;0;0;0;0
Shorts;McDonald's McDelivery Wolt III July - August 2024 (YT) - Reach Mix 2.0 - CPM;21512967548;0;0;0;0
Skippable in-stream;McDonald's McCrispy AO July - August 2024 (YT) - Reach Mix 2.0 - CPM;21502695568;0;0;0;0
In-feed;McDonald's McCrispy AO July - August 2024 (YT) - Reach Mix 2.0 - CPM;21502695568;0;0;0;0
Bumper;McDonald's McCrispy AO July - August 2024 (YT) - Reach Mix 2.0 - CPM;21502695568;0;0;0;0
Shorts;McDonald's McCrispy AO July - August 2024 (YT) - Reach Mix 2.0 - CPM;21502695568;0;0;0;0
Skippable in-stream;Nissan QQ July-August 2024 (DG) - CPC;21502621328;0;0;0;0
In-feed;Nissan QQ July-August 2024 (DG) - CPC;21502621328;0;0;0;0
Shorts;Nissan QQ July-August 2024 (DG) - CPC;21502621328;0;0;0;0
Skippable in-stream;McDonald's Family II July - August 2024 (YT) - Reach Mix 2.0 - CPM;21462737490;0;0;0;0
In-feed;McDonald's Family II July - August 2024 (YT) - Reach Mix 2.0 - CPM;21462737490;0;0;0;0
Bumper;McDonald's Family II July - August 2024 (YT) - Reach Mix 2.0 - CPM;21462737490;0;0;0;0
Shorts;McDonald's Family II July - August 2024 (YT) - Reach Mix 2.0 - CPM;21462737490;0;0;0;0
Skippable in-stream;T03_000033_HR_NCR_Soft_AW_Jun24_Aug24_fullf_OMD_Influenceri;21456394927;0;0;0;0
In-feed;T03_000033_HR_NCR_Soft_AW_Jun24_Aug24_fullf_OMD_Influenceri;21456394927;0;0;0;0
Shorts;T03_000033_HR_NCR_Soft_AW_Jun24_Aug24_fullf_OMD_Influenceri;21456394927;0;0;0;0
Non-skippable in-stream;202407//Persil//Persil You Always Give Your Best//Persil You Always Give Your Best//video//Trueview;21452812523;0;0;0;0
Bumper;T03_001233_HR_NCR_RepairCareAPC_AW_Jul24_Aug24_fullf_OMD_Bumper;21435662301;0;0;0;0
Skippable in-stream;T03_001233_HR_NCR_RepairCareAPC_AW_Jul24_Aug24_fullf_OMD_Trueview;21435622239;0;0;0;0
Skippable in-stream;McDonald's HM Despicable Me July 2024 (YT) - Reach Mix 2.0 - CPM;21432367326;0;0;0;0
In-feed;McDonald's HM Despicable Me July 2024 (YT) - Reach Mix 2.0 - CPM;21432367326;0;0;0;0
Bumper;McDonald's HM Despicable Me July 2024 (YT) - Reach Mix 2.0 - CPM;21432367326;0;0;0;0
Shorts;McDonald's HM Despicable Me July 2024 (YT) - Reach Mix 2.0 - CPM;21432367326;0;0;0;0
Skippable in-stream;McDonald's Pistachio Ice Cream June - Sep 2024 (YT) - Reach Mix 2.0 - CPM;21422275165;0;0;0;0
In-feed;McDonald's Pistachio Ice Cream June - Sep 2024 (YT) - Reach Mix 2.0 - CPM;21422275165;0;0;0;0
Bumper;McDonald's Pistachio Ice Cream June - Sep 2024 (YT) - Reach Mix 2.0 - CPM;21422275165;0;0;0;0
Shorts;McDonald's Pistachio Ice Cream June - Sep 2024 (YT) - Reach Mix 2.0 - CPM;21422275165;0;0;0;0
Skippable in-stream;McDonald's McDelivery AO July - Aug 2024 (YT) - Reach Mix 2.0 - CPM;21420013627;0;0;0;0
In-feed;McDonald's McDelivery AO July - Aug 2024 (YT) - Reach Mix 2.0 - CPM;21420013627;0;0;0;0
Bumper;McDonald's McDelivery AO July - Aug 2024 (YT) - Reach Mix 2.0 - CPM;21420013627;0;0;0;0
Shorts;McDonald's McDelivery AO July - Aug 2024 (YT) - Reach Mix 2.0 - CPM;21420013627;0;0;0;0
Skippable in-stream;T03_000227_HR_NFC_CellularLuminous630_AW_Jul24_Aug24_fullf_OMD_TrueView;21415918976;0;0;0;0
Skippable in-stream;McDonald's Ice Coffee Pistachio June - Aug 2024 (YT) - Reach Mix 2.0 - CPM;21411497211;0;0;0;0
In-feed;McDonald's Ice Coffee Pistachio June - Aug 2024 (YT) - Reach Mix 2.0 - CPM;21411497211;0;0;0;0
Bumper;McDonald's Ice Coffee Pistachio June - Aug 2024 (YT) - Reach Mix 2.0 - CPM;21411497211;0;0;0;0
Shorts;McDonald's Ice Coffee Pistachio June - Aug 2024 (YT) - Reach Mix 2.0 - CPM;21411497211;0;0;0;0
Bumper;202406//Schauma//Schauma Brand Relaunch 2022//Brand Relaunch Schauma 2022//video//Bumper;21397362478;0;0;0;0
Skippable in-stream;McDonald's Maestro III June - August 2024 (YT) - Reach Mix 2.0 - CPM;21396285831;0;0;0;0
In-feed;McDonald's Maestro III June - August 2024 (YT) - Reach Mix 2.0 - CPM;21396285831;0;0;0;0
Bumper;McDonald's Maestro III June - August 2024 (YT) - Reach Mix 2.0 - CPM;21396285831;0;0;0;0
Shorts;McDonald's Maestro III June - August 2024 (YT) - Reach Mix 2.0 - CPM;21396285831;0;0;0;0
Non-skippable in-stream;202406//Schauma//Schauma Brand Relaunch 2022//Brand Relaunch Schauma 2022//video//Trueview;21393267575;0;0;0;0
Skippable in-stream;McDonald's McDelivery Wolt II June - July 2024 (YT) - Reach Mix 2.0 - CPM;21391412363;0;0;0;0
In-feed;McDonald's McDelivery Wolt II June - July 2024 (YT) - Reach Mix 2.0 - CPM;21391412363;0;0;0;0
Bumper;McDonald's McDelivery Wolt II June - July 2024 (YT) - Reach Mix 2.0 - CPM;21391412363;0;0;0;0
Shorts;McDonald's McDelivery Wolt II June - July 2024 (YT) - Reach Mix 2.0 - CPM;21391412363;0;0;0;0
Skippable in-stream;T03_000033_HR_NCR_Soft_CO_Jun24_Aug24_fullf_OMD_Preroll;21391113731;0;0;0;0
Bumper;T03_000033_HR_NCR_Soft_AW_Jun24_Aug24_fullf_OMD_Bumper;21391087370;0;0;0;0
Skippable in-stream;T03_000033_HR_NCR_Soft_AW_Jun24_Aug24_fullf_OMD_Preroll;21384497001;0;0;0;0
Skippable in-stream;McDonald's McDelivery II EURO June - July 2024 (YT) - Reach Mix 2.0 - CPM;21383915255;0;0;0;0
In-feed;McDonald's McDelivery II EURO June - July 2024 (YT) - Reach Mix 2.0 - CPM;21383915255;0;0;0;0
Bumper;McDonald's McDelivery II EURO June - July 2024 (YT) - Reach Mix 2.0 - CPM;21383915255;0;0;0;0
Shorts;McDonald's McDelivery II EURO June - July 2024 (YT) - Reach Mix 2.0 - CPM;21383915255;0;0;0;0
Skippable in-stream;McDonald's HM Pet Simulator June 2024 (YT) - Reach Mix 2.0 - CPM;21371447643;0;0;0;0
In-feed;McDonald's HM Pet Simulator June 2024 (YT) - Reach Mix 2.0 - CPM;21371447643;0;0;0;0
Bumper;McDonald's HM Pet Simulator June 2024 (YT) - Reach Mix 2.0 - CPM;21371447643;0;0;0;0
Shorts;McDonald's HM Pet Simulator June 2024 (YT) - Reach Mix 2.0 - CPM;21371447643;0;0;0;0
Skippable in-stream;T03_001593_HR_NFC_L630ColorCare_CO_Jun24_Aug24_fullf_OMD_TrueView;21370978502;0;0;0;0
Skippable in-stream;T03_001593_HR_NFC_L630ColorCare_AW_Jun24_Aug24_fullf_OMD_TrueView;21370929353;0;0;0;0
Skippable in-stream;T03_001593_HR_NFC_L630ColorCare_AW_Jun24_Aug24_fullf_OMD_Influencers;21370855418;0;0;0;0
In-feed;T03_001593_HR_NFC_L630ColorCare_AW_Jun24_Aug24_fullf_OMD_Influencers;21370855418;0;0;0;0
Shorts;T03_001593_HR_NFC_L630ColorCare_AW_Jun24_Aug24_fullf_OMD_Influencers;21370855418;0;0;0;0
Bumper;T03_001593_HR_NFC_L630ColorCare_CO_Jun24_Aug24_fullf_OMD_Bumper;21364774485;0;0;0;0
Bumper;T03_001593_HR_NFC_L630ColorCare_AW_Jun24_Aug24_fullf_OMD_Bumper;21364728909;0;0;0;0
Skippable in-stream;T03_000754_HR_NME_Promotion_AW_May24_May24_fullf_OMD_Skin Moments Football Super Ponuda KNOW;21361342774;0;0;0;0
Skippable in-stream;McDonald's McCrispy AO June - July (YT) - Reach Mix 2.0 - CPM;21354370963;0;0;0;0
In-feed;McDonald's McCrispy AO June - July (YT) - Reach Mix 2.0 - CPM;21354370963;0;0;0;0
Bumper;McDonald's McCrispy AO June - July (YT) - Reach Mix 2.0 - CPM;21354370963;0;0;0;0
Shorts;McDonald's McCrispy AO June - July (YT) - Reach Mix 2.0 - CPM;21354370963;0;0;0;0
Skippable in-stream;T03_001594_HR_NFC_Q10DualActionSerum_AW_Jun24_Aug24_fullf_OMD_Influenceri;21350951709;0;0;0;0
In-feed;T03_001594_HR_NFC_Q10DualActionSerum_AW_Jun24_Aug24_fullf_OMD_Influenceri;21350951709;0;0;0;0
Shorts;T03_001594_HR_NFC_Q10DualActionSerum_AW_Jun24_Aug24_fullf_OMD_Influenceri;21350951709;0;0;0;0
Skippable in-stream;T03_001594_HR_NFC_Q10DualActionSerum_AW_Jun24_Aug24_fullf_OMD_TrueView;21340059304;0;0;0;0
In-feed;T03_001594_HR_NFC_Q10DualActionSerum_AW_Jun24_Aug24_fullf_OMD_TrueView;21340059304;0;0;0;0
Bumper;T03_001594_HR_NFC_Q10DualActionSerum_AW_Jun24_Aug24_fullf_OMD_Bumper;21336277358;0;0;0;0
Skippable in-stream;T03_001594_HR_NFC_Q10DualActionSerum_CO_Jun24_Aug24_fullf_OMD_TrueView;21330085329;0;0;0;0
Bumper;T03_001583_HR_NDO_FreshRange(unisex)_AW_May24_Jul24_fullf_OMD_Bumper;21327272290;0;0;0;0
Skippable in-stream;T03_001583_HR_NDO_FreshRange(unisex)_AW_May24_Jul24_fullf_OMD_TrueView;21327216160;0;0;0;0
Skippable in-stream;McDonald's Employer Image II May - June 2024 (DG) - CPC;21318624896;0;0;0;0
In-feed;McDonald's Employer Image II May - June 2024 (DG) - CPC;21318624896;0;0;0;0
Shorts;McDonald's Employer Image II May - June 2024 (DG) - CPC;21318624896;0;0;0;0
Skippable in-stream;T03_000098_HR_NSU_ProtectMoisture_AW_May24_Aug24_fullf_OMD_Influenceri;21312593215;0;0;0;0
In-feed;T03_000098_HR_NSU_ProtectMoisture_AW_May24_Aug24_fullf_OMD_Influenceri;21312593215;0;0;0;0
Shorts;T03_000098_HR_NSU_ProtectMoisture_AW_May24_Aug24_fullf_OMD_Influenceri;21312593215;0;0;0;0
Skippable in-stream;McDonald's Srijeda May - June AO (YT) - Reach Mix 2.0 - CPM;21308334915;0;0;0;0
In-feed;McDonald's Srijeda May - June AO (YT) - Reach Mix 2.0 - CPM;21308334915;0;0;0;0
Bumper;McDonald's Srijeda May - June AO (YT) - Reach Mix 2.0 - CPM;21308334915;0;0;0;0
Shorts;McDonald's Srijeda May - June AO (YT) - Reach Mix 2.0 - CPM;21308334915;0;0;0;0
Skippable in-stream;T03_000754_HR_NME_Promotion_AW_May24_May24_fullf_OMD_Skin Moments Football Giveaway;21300501769;0;0;0;0
In-feed;T03_000754_HR_NME_Promotion_AW_May24_May24_fullf_OMD_Skin Moments Football Giveaway;21300501769;0;0;0;0
Shorts;T03_000754_HR_NME_Promotion_AW_May24_May24_fullf_OMD_Skin Moments Football Giveaway;21300501769;0;0;0;0
Bumper;T03_000098_HR_NSU_ProtectMoisture_CO_May24_Aug24_fullf_OMD_Bumper;21286416611;0;0;0;0
Bumper;T03_000098_HR_NSU_ProtectMoisture_AW_May24_Aug24_fullf_OMD_Bumper;21286416479;0;0;0;0
Skippable in-stream;T03_000098_HR_NSU_ProtectMoisture_AW_May24_Aug24_fullf_OMD_TrueView;21286326944;0;0;0;0
Bumper;T03_000046_HR_NME_SensitiveASBalmLotionFluid_CO_May24_Jul24_fullf_OMD_Bumper;21280522248;0;0;0;0
Skippable in-stream;T03_000046_HR_NME_SensitiveASBalmLotionFluid_AW_May24_Jul24_fullf_OMD_TrueView;21280373733;0;0;0;0
Skippable in-stream;McDonald's Srijeda May 2024 (YT) - Reach Mix 2.0 - CPM;21280282218;0;0;0;0
In-feed;McDonald's Srijeda May 2024 (YT) - Reach Mix 2.0 - CPM;21280282218;0;0;0;0
Bumper;McDonald's Srijeda May 2024 (YT) - Reach Mix 2.0 - CPM;21280282218;0;0;0;0
Shorts;McDonald's Srijeda May 2024 (YT) - Reach Mix 2.0 - CPM;21280282218;0;0;0;0
Skippable in-stream;T03_000161_HR_NFC_CellularExpertLift_CO_Apr24_Jun24_fullf_OMD_Trueview Influenceri Young;21267966170;0;0;0;0
In-feed;T03_000161_HR_NFC_CellularExpertLift_CO_Apr24_Jun24_fullf_OMD_Trueview Influenceri Young;21267966170;0;0;0;0
Shorts;T03_000161_HR_NFC_CellularExpertLift_CO_Apr24_Jun24_fullf_OMD_Trueview Influenceri Young;21267966170;0;0;0;0
Skippable in-stream;McDonald's Crispy II May 2024 (YT) - Reach Mix 2.0 - CPM;21264878864;0;0;0;0
In-feed;McDonald's Crispy II May 2024 (YT) - Reach Mix 2.0 - CPM;21264878864;0;0;0;0
Bumper;McDonald's Crispy II May 2024 (YT) - Reach Mix 2.0 - CPM;21264878864;0;0;0;0
Shorts;McDonald's Crispy II May 2024 (YT) - Reach Mix 2.0 - CPM;21264878864;0;0;0;0
Skippable in-stream;T03_000161_HR_NFC_CellularExpertLift_CO_Apr24_Jun24_fullf_OMD_Trueview Influenceri Old;21261601134;0;0;0;0
In-feed;T03_000161_HR_NFC_CellularExpertLift_CO_Apr24_Jun24_fullf_OMD_Trueview Influenceri Old;21261601134;0;0;0;0
Shorts;T03_000161_HR_NFC_CellularExpertLift_CO_Apr24_Jun24_fullf_OMD_Trueview Influenceri Old;21261601134;0;0;0;0
In-feed;McDonald's McDelivery x Bolt May 2024 (YT) - Bumper;21256411421;0;0;0;0
Bumper;McDonald's McDelivery x Bolt May 2024 (YT) - Bumper;21256411421;0;0;0;0
Skippable in-stream;Zott Monte Ice Cream May - Jul 2024 (YT) - TrueView - CPV;21238829743;0;0;0;0
In-feed;Zott Monte Ice Cream May - Jul 2024 (YT) - TrueView - CPV;21238829743;0;0;0;0
Shorts;Zott Monte Ice Cream May - Jul 2024 (YT) - TrueView - CPV;21238829743;0;0;0;0
In-feed;Zott Monte Ice Cream May - Jul 2024 (YT) - Bumper - CPM;21235184864;0;0;0;0
Bumper;Zott Monte Ice Cream May - Jul 2024 (YT) - Bumper - CPM;21235184864;0;0;0;0
