Campaign;Campaign ID;Campaign type;Country/Territory (User location);Impr.;Clicks;Cost
202505//Syoss Styling//Syoss_MBR Keratin RL 25//Syoss_MBR Keratin RL 25//video//Trueview;22594564050;In-stream video;Croatia;1,383,150;302;3246.12
202507//Bref//Power Active RL 24//Easier Way campaign//video//Trueview;22800836042;In-stream video;Croatia;4,062,105;4,354;9262.44
202501//Gliss//Gliss Brand Support 2025 (SKMB)//Relaunch Gliss Shampoo 2025//video//TrueView;22082495706;In-stream video;Croatia;2,512,720;3,035;5658.57
202505//Schauma//Schauma_CAR Long Hair B 25//Schauma_CAR Long Hair B 25//video//Bumper;22524522930;In-stream video;Croatia;5,359,714;10,862;7240.55
202501//Schauma//Schauma MEN Scalp Offense Relaunch 2024//Relaunch Schauma MEN Scalp Offense 2024//video//Bumper;22149808472;In-stream video;Croatia;2,185,606;4,548;2702.71
202505//Persil//Persil_FCN YAGYB ANZ & EU B 25//YAGYB ANZ & EU//video//Trueview;22592916878;In-stream video;Croatia;6,631,590;10,386;13999.13
202501//Syoss Care//Syoss Care Masterbrand Intense Plex 2024//Launch Syoss Care Masterbrand Intense Plex 2024//video//Bumper;22088715767;In-stream video;Croatia;4,720,480;9,689;5905.9
202501//Bref//Power Active RL 24//Easier Way campaign//video//Trueview//ALL25-34;22142822619;In-stream video;Croatia;548,741;643;1189.85
202501//Persil//Persil You Always Give Your Best//Persil You Always Give Your Best//video//Trueview//W25-54 - Couple;22136208178;In-stream video;Croatia;2,355,342;3,193;6954.66
202501//Somat//Somat Excellence Premium 5in1//5in1 Cap - Life happens//video//Trueview//W35-54 with kids;22082424657;In-stream video;Croatia;533,082;808;1249.9
202501//Bref//Power Active RL 24//Easier Way campaign//video//Bumper//ALL25-34withkids;22149196223;In-stream video;Croatia;430,657;1,044;597.69
202510//Ceresit STOP//Local Brand Support Rubson Healthy Home 2023 (FR)//Local Brand Support Healthy Home 2023;23120362515;Display;Croatia;2,793,007;62,790;3374.37
202501//Somat//Somat Excellence Premium 5in1//5in1 Cap - Life happens//video//Bumper//W25-54;22082451351;In-stream video;Croatia;5,887,856;6,503;7002.82
202505//Syoss Styling//Syoss_MBR Keratin RL 25//Syoss_MBR Keratin RL 25//video//Bumper;22594603356;In-stream video;Croatia;1,603,504;3,416;2163.8
202501//Somat//Somat Excellence Premium 5in1//5in1 Cap - Life happens//video//Bumper//All25-34 no kids;22082474532;In-stream video;Croatia;795,822;1,063;829.19
202503//Bref//TWC Cat Growth CX 24//Consumption campaign//video//Trueview;22332695936;In-stream video;Croatia;3,419,181;3,540;7431.2
202505//Schauma//Schauma_CAR Long Hair B 25//Schauma_CAR Long Hair B 25//video//Trueview;22530853916;In-stream video;Croatia;4,451,056;2,624;9501.53
202501//Syoss Care//Syoss Care Masterbrand Intense Plex 2024//Launch Syoss Care Masterbrand Intense Plex 2024//video//Trueview;22082564343;In-stream video;Croatia;3,805,201;2,513;8360.06
202501//Bref//Power Active RL 24//Easier Way campaign//video//Trueview//ALL25-34withkids;22142822613;In-stream video;Croatia;387,106;1,006;898.85
202501//Persil//Persil You Always Give Your Best//Persil You Always Give Your Best//video//Trueview//W25-34 - Consultant;22126220538;In-stream video;Croatia;2,466,991;4,983;6954.44
202501//Bref//Power Active RL 24//Easier Way campaign//video//Trueview//F35-54withkids;22142822616;In-stream video;Croatia;437,988;993;1000.03
202506//Gliss//Gliss_CAR Liquid Silk LX 24//Gliss_CAR Liquid Silk LX//video//Bumper;22629474629;In-stream video;Croatia;3,515,363;7,204;4941.48
202507//Bref//Power Active RL 24//Easier Way campaign//video//Bumper;22794974865;In-stream video;Croatia;4,285,178;9,218;6170.26
202504//Syoss Color//Syoss_COL Keratin RL 25//Syoss_COL Keratin RL 25//video//Bumper;22533691090;In-stream video;Croatia;2,121,776;4,729;2999.76
202504//Gliss//Gliss_CAR FH Wonder EU B 25//Gliss_CAR FH Wonder EU B 25//video//TrueView;22484022653;In-stream video;Croatia;2,282,581;3,372;6998.55
202501//Somat//Somat Excellence Premium 5in1//5in1 Cap - Life happens//video//Trueview//W25-54;22082345952;In-stream video;Croatia;4,801,057;3,393;10498.47
202501//Persil//Persil You Always Give Your Best//Persil You Always Give Your Best//video//Trueview//W35-54 - Kitman;22132437335;In-stream video;Croatia;2,261,460;4,538;6959.72
202501//Somat//Somat Excellence Premium 5in1//5in1 Cap - Life happens//video//Trueview//All25-34 no kids;22082441424;In-stream video;Croatia;571,854;542;1253.15
202505//Syoss Care//Syoss_CAR Keratin RL 25//Syoss_CAR Keratin RL 25//video//Trueview;22642352104;In-stream video;Croatia;5,521,544;6,179;13711.21
202501//Gliss//Gliss Brand Support 2025 (SKMB)//Relaunch Gliss Shampoo 2025//video//Bumper;22092438439;In-stream video;Croatia;3,269,164;5,924;3771.28
202501//Bref//Power Active RL 24//Easier Way campaign//video//Bumper//F35-54withkids;22149196226;In-stream video;Croatia;451,962;1,004;629.12
202501//Syoss Color//SK Color Oleo Intense 2024//SK Color Oleo Intense 2024//video//Bumper;22142591754;In-stream video;Croatia;5,214,055;11,202;6868.45
202502//Ceresit //Gratis//Rovinj;22440875162;Display;Croatia;459,770;2,863;406.64
202504//Syoss Color//Syoss_COL Keratin RL 25//Syoss_COL Keratin RL 25//video//Trueview;22533659230;In-stream video;Croatia;2,079,295;1,174;5000.15
202502//Ceresit STOP//Activation Aero 360°//Aero 360°;22215726132;Display;Croatia;1,612,273;24,501;1283.14
202501//Schauma//Schauma MEN Scalp Offense Relaunch 2024//Relaunch Schauma MEN Scalp Offense 2024//video//Trueview;22149808469;In-stream video;Croatia;1,930,240;2,448;4053.63
202501//Syoss Color//SK Color Oleo Intense 2024//SK Color Oleo Intense 2024//video//Trueview;22142591751;In-stream video;Croatia;4,474,732;4,295;10497.97
202505//Persil//Persil_FCN YAGYB ANZ & EU B 25//YAGYB ANZ & EU//video//Bumper;22592918381;In-stream video;Croatia;8,852,533;19,771;11608.22
202501//Bref//Power Active RL 24//Easier Way campaign//video//Bumper//ALL25-34;22149196229;In-stream video;Croatia;516,423;686;689.07
PMAX_OMD_RS-SR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22857655199;Performance Max;Spain;5;0;0
PMAX_OMD_RS-SR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22857655199;Performance Max;Romania;11;0;0
PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22854651094;Performance Max;Greece;261;3;0.66
PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22854651094;Performance Max;Luxembourg;9;0;0
PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22854651094;Performance Max;Albania;11;1;0.27
Elgrad GDN Always On 2025 (DN) - CPC;22257842791;Display;Austria;11,158,071;87,151;6532.83
DG_OMD_SI-SL_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_8.4.-30.6.2025.;22419187677;Demand Gen;Slovenia;701,099;19,249;1000
PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22854651094;Performance Max;Slovenia;537,217;10,015;5628.34
DG_OMD_RS-SR_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_8.4.-30.6.2025.;22419266775;Demand Gen;Serbia;5,662,742;147,782;1749.97
PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22854651094;Performance Max;Qatar;7;0;0
DG_OMD_SI-SL_GB_S_ShavingUnd_ShavingUndivided_NA_GOO_BRD_Shaving_DG_14.11.-31.12.2025.;23279014023;Demand Gen;Slovenia;79,689;1,120;704.1
DG_OMD_SI-SL_GB_BEA_HairCare_Straight&CurlerCore_NA_GOO_BRD_Curler_15.4.-15.6.2025.;22442272935;Demand Gen;Slovenia;1,472,425;32,472;1650.47
PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22854651094;Performance Max;France;55;4;1.2
DG_OMD_RS-SR_GB_S_ShavingUnd_ShavingUndivided_NA_GOO_BRD_Shaving_DG_14.11.-31.12.2025.;23279038791;Demand Gen;Serbia;133,079;2,276;555.72
DIS_OMD_RS-SR_GB_S_ShavingUnd_ShavingUndivided_NA_GOO_BRD_Shaving_GDN_14.11.-31.12.2025.;23288353174;Display;Serbia;2,141,135;34,372;796.31
PMAX_OMD_RS-SR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO_Lumea;23210024144;Performance Max;Serbia;38,879;3,573;789.86
PMAX_OMD_RS-SR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22857655199;Performance Max;Lebanon;2;0;0
PMAX_OMD_SI-SL_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade_20.1.-7.4.;22149298726;Performance Max;Slovenia;1,155,976;5,341;1345.93
PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22854651094;Performance Max;New Zealand;3;0;0
PMAX_OMD_RS-SR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22857655199;Performance Max;Switzerland;6;0;0
DG_OMD_SI-SL_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade_20.1.-7.4.;22149298273;Demand Gen;Slovenia;2,695,732;40,152;1649.87
DG_OMD_RS-SR_GB_OG_GroomingUndiv_GroomingUndivided_NA_GOO_BRD_Multigroom_20.09.-10.11.2025.;23150051901;Demand Gen;Serbia;554,376;14,762;1406.51
PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO_Lumea;23099450520;Performance Max;Sweden;3;0;0.01
DG_OMD_SI-SL_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_15.10.-24.12.2025;23130333303;Demand Gen;Slovenia;429,255;5,434;1392.06
PMAX_OMD_RS-SR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22857655199;Performance Max;Czechia;4;0;0
PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22854651094;Performance Max;Romania;77;5;2.07
PMAX_OMD_RS-SR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22857655199;Performance Max;Bosnia and Herzegovina;782;80;16.13
Dr. Oetker Božićna kampanja Nov - Dec 2025 (DN) - CPC;23304217154;Display;Croatia;1,656,549;34,164;1795.45
PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22854651094;Performance Max;Latvia;24;0;0
PMAX_OMD_RS-SR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22857655199;Performance Max;Netherlands;5;1;0.01
Awareness_CPM_Croatia_GoogleAds_Hidra_EquityI-GDN-April-July2025;22429120937;Display;Croatia;15,318,933;10,649;3849.29
PMAX_OMD_RS-SR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22857655199;Performance Max;Nigeria;7;0;0
PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22854651094;Performance Max;Slovakia;161;2;0.88
PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22854651094;Performance Max;Brunei;1;0;0
PMAX_OMD_RS-SR_GB_OG_GroomingUndiv_GroomingUndivided_NA_GOO_BRD_Multigroom_20.09.-10.11.2025.;23159736373;Performance Max;Serbia;241,934;9,313;954.6
PMAX_OMD_RS-SR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22857655199;Performance Max;Hungary;7;1;0.1
PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO_Lumea;23099450520;Performance Max;Thailand;2;0;0
PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO_Lumea;23099450520;Performance Max;Netherlands;3;1;0.85
VID_OMD_ME-ME_GB_OG_OneBladeOther_OneBladeComm.Inn._NA_GOO_BRD_One Blade_1.10.-30.11.2025.;23070220712;In-stream video;Montenegro;1,867,115;2,716;790.59
PMAX_OMD_RS-SR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22857655199;Performance Max;Saudi Arabia;8;0;0
DG_OMD_SI-SL_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade_15.10-15.12.2025.;23142265184;Demand Gen;Slovenia;235,575;2,977;1249.92
VID_OMD_RS-SR_OHC_ID_InterdentalUndiv_InterdentalUndiv_NA_GOO_BRD_PowerFlosser_05.05.-04.07.;22524433186;In-stream video;Serbia;5,285,600;3,983;2499.69
PMAX_OMD_RS-SR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22857655199;Performance Max;Malta;6;0;0
PMAX_OMD_RS-SR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_Intimate_W_10.10.-30.11.;23140032403;Performance Max;Serbia;139,935;4,396;698.91
PMAX_OMD_RS-SR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22857655199;Performance Max;Slovenia;30;5;0.95
DG_OMD_RS-SR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_15.10.-24.12.2025;23140250137;Demand Gen;Serbia;254,159;12,277;1305.73
PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22854651094;Performance Max;Martinique;4;0;0
Awareness_CPM_Croatia_YouTube_Hidra_EquityI-YT-April-July2025;22418606613;In-stream video;Croatia;5,008,962;7,080;5699.39
PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22854651094;Performance Max;South Korea;13;0;0
PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO_Lumea;23099450520;Performance Max;Slovenia;155,505;1,785;1170.36
Dr. Oetker Bread Club October 2025 (DN) - CPC;23084507224;Display;Croatia;845,617;21,333;906.29
Elgrad  Feb - Mar 2025 (YT) - CPM;22273119028;In-stream video;Austria;1,030,895;1,224;2599.24
DG_OMD_ME-ME_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_DG_20.10.-31.12.2025.;23163237003;Demand Gen;Montenegro;39,247;1,021;400.24
PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO_Lumea;23099450520;Performance Max;Poland;2;0;0
VID_OMD_RS-SR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_1st shave_teens_05.09.-15.10.;22986865835;In-stream video;Serbia;1,493,952;2,112;1000.03
PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22854651094;Performance Max;Czechia;198;4;2.02
DG_OMD_RS-SR_OHC_ID_InterdentalUndiv_InterdentalUndiv_NA_GOO_BRD_PowerFlosser_05.05.-04.07.;22514381406;Demand Gen;Serbia;3,817,682;109,054;1199.95
PMAX_OMD_RS-SR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22857655199;Performance Max;Italy;4;0;0
PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22854651094;Performance Max;Macao;0;0;0
PMAX_OMD_RS-SR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_OneBlade_16.6.-20.8.2025.;22680238722;Performance Max;Serbia;148,298;5,302;998.36
PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO_Lumea;23099450520;Performance Max;Maldives;2;0;0
VID_OMD_ME-ME_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_YT_20.10.-31.12.2025.;23162921025;In-stream video;Montenegro;2,611,482;3,286;1352.57
PMAX_OMD_RS-SR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22857655199;Performance Max;United Arab Emirates;2;0;0
VID_OMD_SI-SL_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_1st Shave_YT_Teens_1.11.-12.12.2025.;23209598329;In-stream video;Slovenia;618,272;670;1431.31
PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22854651094;Performance Max;Spain;188;5;2.98
VID_OMD_RS-SR_OHC_PTB_PTBPremium_Sonicare8000S_RECMTPTB_GOO_BRD_Sonicare Prismatic_Awareness_25.6.-20.7.2025;22737245028;In-stream video;Serbia;10,917,740;12,121;6750.19
PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22854651094;Performance Max;Oman;9;0;0
VID_OMD_RS-SR_GB_BEA_HairCare_Straight&CurlerCore_NA_GOO_BRD_SenseIQ_10.09.-30.10.2025;23034172058;In-stream video;Serbia;3,519,752;2,573;2099.72
PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22854651094;Performance Max;Kosovo;18;3;0.85
VID_OMD_RS-SR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade_1.4.-30.5.;22394892459;In-stream video;Serbia;5,934,058;4,522;2501.79
VID_OMD_RS-SR_GB_S_ShavingUnd_ShavingUndivided_NA_GOO_BRD_Shaving_YT_14.11.-31.12.2025.;23283969599;In-stream video;Serbia;4,120,499;4,049;2001.73
DG_OMD_ME-ME_GB_OG_OneBladeOther_OneBladeComm.Inn._NA_GOO_BRD_One Blade_20.3.-30.4.2025.;22356422344;Demand Gen;Montenegro;3,519,157;71,716;1150
PMAX_OMD_SI-SL_GB_S_ShavingUnd_ShavingUndivided_NA_GOO_BRD_Shaving_PMAX_14.11.-31.12.2025.;23288257666;Performance Max;Slovenia;136,604;2,186;944.34
VID_OMD_RS-SR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade_3.9.-5.10.;22973430471;In-stream video;Serbia;5,539,692;4,634;2999.96
PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO_Lumea;23099450520;Performance Max;Vietnam;1;0;0
DG_OMD_SI-SL_GB_BEA_HairCare_DryerCore_NA_GOO_BRD_Flame_4.3.-15.4.2025.;22309625236;Demand Gen;Slovenia;1,553,478;35,119;1700.45
PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22854651094;Performance Max;Thailand;1;0;0
VID_OMD_RS-SR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_Intimate_W_9.6.-30.7.;22660872715;In-stream video;Serbia;3,816,930;3,186;2300.57
VID_OMD_SI-SL_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_8.4.-30.6.2025.;22425721094;In-stream video;Slovenia;1,547,688;993;1921.68
DG_OMD_SI-SL_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade 16.6.-20.8.2025.;22689604765;Demand Gen;Slovenia;4,433,348;72,358;3000.02
DG_OMD_SI-SL_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_17.02.-14.04.;22258612036;Demand Gen;Slovenia;1,762,368;38,866;1700.7
VID_OMD_ME-ME_GB_OG_OneBladeOther_OneBladeComm.Inn._NA_GOO_BRD_One Blade_20.3.-30.4.2025.;22346314041;In-stream video;Montenegro;2,278,142;3,829;1786.73
PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22854651094;Performance Max;Singapore;112;2;1.4
PMAX_OMD_RS-SR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22857655199;Performance Max;Cyprus;9;1;0.22
DIS_OMD_SI-SL_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_GDN_20.10.-31.12.2025.;23168583044;Display;Slovenia;937,586;13,144;747.23
VID_OMD_SI-SL_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_15.10.-24.12.2025;23136133814;In-stream video;Slovenia;2,092,860;677;2448.52
PMAX_OMD_RS-SR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22857655199;Performance Max;Ireland;1;0;0
PMAX_OMD_RS-SR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22857655199;Performance Max;Ghana;4;0;0
PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22854651094;Performance Max;South Africa;28;0;0
VID_OMD_RS-SR_MCC_MCCUnd_MCCUnd_MCCUnd_NA_GOO_BRD_Avent_YT_7.11.-30.11.2025.;23237577731;In-stream video;Serbia;3,445,105;4,562;2486.08
PMAX_OMD_SI-SL_GB_BEA_HairCare_Straight&CurlerCore_NA_GOO_BRD_SenseIQ_10.09.-30.10.2025;23034203750;Performance Max;Slovenia;718,027;7,771;1519.96
DIS_OMD_ME-ME_GB_OG_OneBladeOther_OneBladeComm.Inn._NA_GOO_BRD_One Blade_1.10.-30.11.2025.;23074322560;Display;Montenegro;4,798,946;17,210;1223.44
VID_OMD_RS-SR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_17.02.-14.04.;22247576781;In-stream video;Serbia;12,793,577;13,267;3900.65
VID_OMD_SI-SL_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_17.02.-14.04.;22248075321;In-stream video;Slovenia;2,846,383;2,711;3497.52
PMAX_OMD_RS-SR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade_20.1.-7.4.;22145408123;Performance Max;Serbia;386,699;8,778;1050.11
PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22854651094;Performance Max;Bosnia and Herzegovina;77;10;2.98
PMAX_OMD_RS-SR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_Intimate_W_9.6.-30.7.;22657308689;Performance Max;Serbia;39,046;6,224;898.31
VID_OMD_RS-SR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_1st shave_parents_05.09.-15.10.;22986865838;In-stream video;Serbia;1,425,517;1,712;1200.22
PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO_Lumea;23099450520;Performance Max;Portugal;2;0;0.02
PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO_Lumea;23099450520;Performance Max;Norway;1;0;0
PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22854651094;Performance Max;Chile;2;1;0.2
PMAX_OMD_SI-SL_GB_OG_GroomingUndiv_GroomingUndivided_NA_GOO_BRD_Multigroom 20.09.-10.11.2025.;23155482644;Performance Max;Slovenia;225,584;2,337;821.79
Dr. Oetker Turisti Jul - Aug 2025 (DN) - CPC;22774059526;Display;Croatia;2,537,317;57,876;2416.27
PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22854651094;Performance Max;Finland;20;1;0.63
DIS_OMD_ME-ME_GB_OG_OneBladeOther_OneBladeComm.Inn._NA_GOO_BRD_One Blade_20.3.-30.4.2025.;22352726045;Display;Montenegro;7,272,519;9,666;999.98
PMAX_OMD_RS-SR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22857655199;Performance Max;North Macedonia;8;3;0.34
VID_OMD_SI-SL_GB_S_ShavingUnd_ShavingUndivided_NA_GOO_BRD_Shaving_YT_14.11.-31.12.2025.;23283992828;In-stream video;Slovenia;1,633,168;849;2015.35
Dr. Oetker Baguette September 2025 (DN) - CPC;22987364054;Display;Croatia;1,006,304;25,442;1422.38
PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22854651094;Performance Max;Ukraine;1;0;0
PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22854651094;Performance Max;Belgium;67;0;0.07
PMAX_OMD_RS-SR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22857655199;Performance Max;Greece;72;7;0.79
PMAX_OMD_RS-SR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22857655199;Performance Max;Turkiye;5;0;0
DG_OMD_SI-SL_GB_OG_GroomingUndiv_GroomingUndivided_NA_GOO_BRD_Multigroom 20.09.-10.11.2025.;23159899915;Demand Gen;Slovenia;332,114;3,981;1822.32
PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO_Lumea;23099450520;Performance Max;Latvia;5;0;0
DG_OMD_RS-SR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_15.5.-30.6.2025.;22554733670;Demand Gen;Serbia;4,718,720;115,533;1350.01
Dr. Oetker Easter Apr 2025 (YT) - Reach Mix - CPM;22378998132;In-stream video;Croatia;800,942;1,234;1011.59
DG_OMD_RS-SR_GB_BEA_HairCare_Straight&CurlerCore_NA_GOO_BRD_Curler_15.04.-15.06.2025;22439032317;Demand Gen;Serbia;4,421,578;123,607;1499.99
PMAX_OMD_SI-SL_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade_15.10-15.12.2025.;23136950325;Performance Max;Slovenia;368,853;4,773;1250.82
PMAX_OMD_RS-SR_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_8.4.-30.6.2025.;22419312144;Performance Max;Serbia;183,089;7,775;1248.47
DG_OMD_SI-SL_GB_OG_GroomingUndiv_GroomingUndivided_NA_GOO_BRD_Multigroom 15.4.-4.6.;22448545813;Demand Gen;Slovenia;2,845,467;41,738;2050.26
DG_OMD_SI-SL_GB_BEA_HairCare_DryerCore_NA_GOO_BRD_Flame_DG_1.11.-31.12.2025.;23241634504;Demand Gen;Slovenia;676,314;7,147;2000.2
PMAX_OMD_RS-SR_GB_S_ShavingUnd_ShavingUndivided_NA_GOO_BRD_Shaving_PMAX_14.11.-31.12.2025.;23279087904;Performance Max;Serbia;157,859;6,301;697.49
